impression_id,campaign_id,play_event_id,served_at,programme_id,ad_position,device_type,revenue_gbp
IMP00000295,CAM0006,EV00014016,2025-03-06T09:35:24,P054,mid,mobile,0.021
IMP00000296,CAM0026,EV00009946,2025-12-08T11:14:20,P056,pre,mobile,0.0224
IMP00000297,CAM0035,EV00015290,2025-01-27T18:48:25,P062,pre,tablet,0.0283
IMP00000298,CAM0007,EV00010568,2025-10-18T15:11:17,P007,mid,tablet,0.0343
IMP00000299,CAM0030,EV00002816,2025-10-28T18:14:33,P058,pre,mobile,0.0381
IMP00000300,CAM0028,EV00019450,2025-04-23T13:58:54,P020,mid,tablet,0.0304
IMP00000301,CAM0030,EV00005496,2025-06-26T08:56:39,P037,post,tablet,0.0212
IMP00000302,CAM0035,EV00008611,2025-12-28T13:17:29,P047,mid,mobile,0.0315
IMP00000303,CAM0009,EV00001092,2025-12-26T18:30:25,P016,pre,mobile,0.0387
IMP00000304,CAM0014,EV00006528,2025-06-04T17:14:37,P043,mid,desktop,0.0292
IMP00000305,CAM0025,EV00017955,2025-05-11T19:53:00,P023,mid,tablet,0.0412
IMP00000306,CAM0020,EV00009712,2025-12-28T14:16:45,P017,pre,streaming_stick,0.025
IMP00000307,CAM0054,EV00015978,2025-02-03T16:53:22,P062,pre,smart_tv,0.0336
IMP00000308,CAM0009,EV00008553,2025-10-18T21:36:11,P043,pre,mobile,0.0247
IMP00000309,CAM0007,EV00015435,2025-11-16T20:46:59,P016,pre,mobile,0.0266
IMP00000310,CAM0021,EV00004126,2025-02-25T14:50:46,P021,pre,streaming_stick,0.0401
IMP00000311,CAM0037,EV00007288,2025-08-09T06:52:09,P053,mid,tablet,0.0236
IMP00000312,CAM0024,EV00005929,2025-09-28T12:46:37,P014,pre,tablet,0.0444
IMP00000313,CAM0009,EV00008184,2025-06-28T20:51:34,P023,pre,smart_tv,0.0295
IMP00000314,CAM0039,EV00003971,2025-10-12T23:21:51,P032,pre,mobile,0.0414
IMP00000315,CAM0044,EV00008052,2025-05-17T19:28:58,P050,pre,tablet,0.0219
IMP00000316,CAM0001,EV00014570,2025-07-22T15:42:56,P032,mid,mobile,0.0449
IMP00000317,CAM0052,EV00018613,2025-07-15T16:56:00,P041,pre,streaming_stick,0.0221
IMP00000318,CAM0012,EV00009010,2025-05-13T15:48:23,P010,pre,tablet,0.0317
IMP00000319,CAM0008,EV00012911,2025-09-09T15:28:40,P016,pre,tablet,0.0363
IMP00000320,CAM0053,EV00005013,2025-03-23T16:59:43,P006,post,tablet,0.0238
IMP00000321,CAM0045,EV00008594,2025-10-09T21:43:36,P007,mid,tablet,0.0271
IMP00000322,CAM0052,EV00013322,2025-08-01T19:55:34,P055,pre,tablet,0.0339
IMP00000323,CAM0033,EV00007951,2025-10-18T18:29:23,P056,mid,streaming_stick,0.0314
IMP00000324,CAM0028,EV00012608,2025-02-15T11:54:27,P041,mid,tablet,0.0227
IMP00000325,CAM0059,EV00006960,2025-05-15T18:25:51,P023,pre,tablet,0.0252
IMP00000326,CAM0013,EV00016579,2025-05-26T23:35:52,P042,post,desktop,0.0303
IMP00000327,CAM0012,EV00015227,2025-06-07T19:47:43,P013,post,desktop,0.032
IMP00000328,CAM0015,EV00002778,2025-04-22T18:13:58,P048,mid,smart_tv,0.0443
IMP00000329,CAM0022,EV00016129,2025-07-04T13:36:15,P058,pre,smart_tv,0.0336
IMP00000330,CAM0053,EV00004377,2025-12-18T13:08:01,P055,pre,smart_tv,0.0365
IMP00000331,CAM0025,EV00017222,2025-02-07T14:17:48,P004,pre,streaming_stick,0.0303
IMP00000332,CAM0045,EV00002807,2025-11-12T12:31:25,P021,pre,tablet,0.0228
IMP00000333,CAM0002,EV00001338,2025-08-04T10:29:45,P037,pre,tablet,0.0231
IMP00000334,CAM0011,EV00019041,2025-12-18T20:56:34,P016,post,tablet,0.0273
IMP00000335,CAM0040,EV00016298,2025-09-06T07:19:48,P012,post,tablet,0.0353
IMP00000336,CAM0015,EV00009455,2025-01-10T14:38:01,P041,pre,tablet,0.0322
IMP00000337,CAM0046,EV00009257,2025-05-06T23:06:26,P044,pre,streaming_stick,0.0364
IMP00000338,CAM0012,EV00008318,2025-06-18T13:26:26,P029,pre,mobile,0.0342
IMP00000339,CAM0045,EV00007853,2025-08-25T16:31:46,P056,pre,tablet,0.0233
IMP00000340,CAM0010,EV00016140,2025-04-08T16:20:29,P045,pre,tablet,0.0356
IMP00000341,CAM0004,EV00013977,2025-08-27T18:46:17,P055,mid,tablet,0.0285
IMP00000342,CAM0017,EV00018242,2025-07-06T23:31:52,P058,mid,tablet,0.0252
IMP00000343,CAM0019,EV00010859,2025-12-22T18:30:38,P043,pre,mobile,0.0222
IMP00000344,CAM0047,EV00009313,2025-04-25T06:51:34,P028,mid,tablet,0.0397
IMP00000345,CAM0033,EV00016953,2025-06-09T12:26:48,P007,pre,tablet,0.0244
IMP00000346,CAM0032,EV00005939,2025-06-04T10:43:34,P052,pre,tablet,0.029
IMP00000347,CAM0002,EV00005532,2025-06-27T16:49:20,P034,pre,desktop,0.0263
IMP00000348,CAM0050,EV00014733,2025-04-14T17:49:20,P011,mid,tablet,0.0361
IMP00000349,CAM0052,EV00018370,2025-10-05T18:03:57,P053,mid,desktop,0.0417
IMP00000350,CAM0022,EV00011667,2025-08-26T16:57:56,P016,pre,mobile,0.0416
IMP00000351,CAM0020,EV00015574,2025-08-08T23:06:25,P057,pre,tablet,0.0314
IMP00000352,CAM0034,EV00009841,2025-11-18T19:11:12,P040,pre,mobile,0.0339
IMP00000353,CAM0037,EV00002584,2025-09-18T14:12:11,P018,pre,mobile,0.0328
IMP00000354,CAM0024,EV00011816,2025-02-26T19:05:51,P014,pre,desktop,0.0288
IMP00000355,CAM0054,EV00004265,2025-09-01T20:59:49,P060,mid,tablet,0.0407
IMP00000356,CAM0015,EV00012120,2025-06-14T13:28:46,P030,mid,tablet,0.0265
IMP00000357,CAM0047,EV00018191,2025-09-25T21:28:16,P039,pre,mobile,0.0354
IMP00000358,CAM0029,EV00012219,2025-01-18T23:42:34,P003,pre,mobile,0.0402
IMP00000359,CAM0009,EV00013386,2025-12-25T17:20:33,P060,mid,mobile,0.0311
IMP00000360,CAM0038,EV00016145,2025-01-17T12:30:27,P044,pre,desktop,0.042
IMP00000361,CAM0054,EV00019709,2025-06-06T09:47:02,P027,post,mobile,0.0234
IMP00000362,CAM0010,EV00000490,2025-11-15T11:47:45,P046,post,tablet,0.0391
IMP00000363,CAM0017,EV00003293,2025-05-01T07:48:43,P054,mid,tablet,0.0288
IMP00000364,CAM0030,EV00005322,2025-11-12T17:09:28,P001,pre,tablet,0.0262
IMP00000365,CAM0058,EV00016735,2025-07-11T22:53:17,P015,mid,mobile,0.0289
IMP00000366,CAM0001,EV00012843,2025-10-29T22:00:09,P012,pre,tablet,0.0345
IMP00000367,CAM0030,EV00006589,2025-09-03T21:51:54,P043,pre,tablet,0.0252
IMP00000368,CAM0020,EV00005416,2025-05-17T17:48:44,P031,pre,tablet,0.0445
IMP00000369,CAM0019,EV00005152,2025-01-23T16:18:42,P024,mid,mobile,0.0356
IMP00000370,CAM0037,EV00013711,2025-08-23T19:28:56,P028,pre,tablet,0.0383
IMP00000371,CAM0010,EV00017815,2025-12-08T14:34:30,P028,pre,mobile,0.0359
IMP00000372,CAM0047,EV00019362,2025-11-09T15:55:24,P016,mid,mobile,0.0241
IMP00000373,CAM0030,EV00010512,2025-10-19T18:01:29,P048,pre,mobile,0.045
IMP00000374,CAM0048,EV00016294,2025-09-06T06:19:45,P012,pre,tablet,0.0283
IMP00000375,CAM0056,EV00001192,2025-11-21T17:15:34,P048,mid,tablet,0.0263
IMP00000376,CAM0006,EV00006810,2025-12-17T23:28:23,P001,pre,mobile,0.0364
IMP00000377,CAM0049,EV00000085,2025-01-30T15:36:26,P043,pre,streaming_stick,0.0383
IMP00000378,CAM0024,EV00003130,2025-05-29T06:19:11,P052,pre,mobile,0.0412
IMP00000379,CAM0052,EV00001867,2025-03-26T11:51:50,P006,mid,tablet,0.0294
IMP00000380,CAM0029,EV00018853,2025-01-16T13:34:36,P043,pre,smart_tv,0.0309
IMP00000381,CAM0005,EV00007350,2025-08-29T08:49:05,P060,mid,smart_tv,0.0388
IMP00000382,CAM0027,EV00001759,2025-02-15T09:24:56,P049,post,tablet,0.0249
IMP00000383,CAM0032,EV00010273,2025-09-27T13:43:28,P027,pre,mobile,0.0233
IMP00000384,CAM0033,EV00017115,2025-07-11T22:59:27,P032,post,mobile,0.0375
IMP00000385,CAM0010,EV00018478,2025-12-05T17:55:27,P047,pre,tablet,0.0325
IMP00000386,CAM0009,EV00007700,2025-10-24T14:25:21,P049,pre,tablet,0.0201
IMP00000387,CAM0012,EV00015052,2025-06-24T00:07:23,P052,mid,tablet,0.0264
IMP00000388,CAM0020,EV00006740,2025-09-07T10:36:51,P038,mid,desktop,0.0234
IMP00000389,CAM0046,EV00008834,2025-02-08T18:03:36,P036,pre,mobile,0.0393
IMP00000390,CAM0007,EV00005162,2025-06-13T12:56:34,P060,mid,mobile,0.0231
IMP00000391,CAM0056,EV00004648,2025-03-06T09:38:02,P007,mid,mobile,0.0206
IMP00000392,CAM0058,EV00009343,2025-08-20T18:45:48,P022,pre,tablet,0.0422
IMP00000393,CAM0032,EV00010312,2025-01-18T21:30:47,P029,mid,tablet,0.0361
IMP00000394,CAM0056,EV00001862,2025-06-19T21:33:19,P007,post,tablet,0.0444
IMP00000395,CAM0047,EV00013436,2025-05-28T18:11:13,P052,pre,streaming_stick,0.0417
IMP00000396,CAM0015,EV00014195,2025-08-11T22:03:36,P027,pre,tablet,0.0204
IMP00000397,CAM0059,EV00015006,2025-09-05T15:19:42,P060,pre,tablet,0.0349
IMP00000398,CAM0036,EV00016384,2025-04-04T15:18:36,P009,pre,tablet,0.0334
IMP00000399,CAM0007,EV00010529,2025-03-19T20:04:59,P020,mid,tablet,0.0215
IMP00000400,CAM0048,EV00018001,2025-10-26T20:18:32,P038,mid,mobile,0.0364
IMP00000401,CAM0038,EV00014622,2025-12-29T13:30:11,P029,pre,mobile,0.0364
IMP00000402,CAM0007,EV00009268,2025-10-07T20:22:47,P041,pre,tablet,0.0267
IMP00000403,CAM0042,EV00014602,2025-01-08T20:18:28,P059,pre,mobile,0.0336
IMP00000404,CAM0031,EV00015437,2025-11-16T21:16:56,P016,mid,mobile,0.0417
IMP00000405,CAM0034,EV00014772,2025-11-29T16:20:38,P059,mid,mobile,0.0243
IMP00000406,CAM0040,EV00004690,2025-12-19T21:40:32,P038,mid,streaming_stick,0.0278
IMP00000407,CAM0041,EV00000592,2025-01-27T09:21:51,P060,pre,tablet,0.035
IMP00000408,CAM0011,EV00012015,2025-10-24T18:42:12,P006,pre,streaming_stick,0.0223
IMP00000409,CAM0016,EV00007425,2025-10-28T22:38:08,P061,mid,smart_tv,0.029
IMP00000410,CAM0037,EV00009680,2025-05-15T09:54:20,P023,pre,streaming_stick,0.0377
IMP00000411,CAM0003,EV00000712,2025-10-27T08:45:43,P030,mid,streaming_stick,0.0303
IMP00000412,CAM0015,EV00001244,2025-07-14T10:40:50,P037,pre,mobile,0.045
IMP00000413,CAM0006,EV00018039,2025-03-08T18:27:29,P026,pre,tablet,0.0316
IMP00000414,CAM0057,EV00011691,2025-11-01T15:01:04,P051,mid,smart_tv,0.0396
IMP00000415,CAM0035,EV00013502,2025-11-27T13:21:05,P056,mid,streaming_stick,0.0448
IMP00000416,CAM0031,EV00017120,2025-08-20T19:39:21,P046,pre,mobile,0.0328
IMP00000417,CAM0045,EV00018419,2025-10-13T19:59:20,P008,mid,tablet,0.0289
IMP00000418,CAM0001,EV00008862,2025-05-06T15:07:20,P033,pre,mobile,0.0314
IMP00000419,CAM0055,EV00002233,2025-09-08T19:16:05,P004,mid,mobile,0.0432
IMP00000420,CAM0007,EV00002569,2025-04-22T16:33:07,P002,pre,tablet,0.0393
IMP00000421,CAM0029,EV00006578,2025-05-20T15:00:41,P057,post,tablet,0.0203
IMP00000422,CAM0019,EV00003341,2025-08-28T15:03:48,P025,pre,mobile,0.0271
IMP00000423,CAM0046,EV00010102,2025-03-19T08:19:07,P054,pre,mobile,0.0314
IMP00000424,CAM0037,EV00015460,2025-03-03T13:54:24,P013,mid,mobile,0.037
IMP00000425,CAM0056,EV00002520,2025-03-04T11:01:51,P044,pre,streaming_stick,0.0368
IMP00000426,CAM0049,EV00017647,2025-04-06T17:13:24,P026,mid,tablet,0.043
IMP00000427,CAM0008,EV00019582,2025-06-14T13:41:42,P054,post,tablet,0.03
IMP00000428,CAM0057,EV00009026,2025-02-05T15:00:22,P001,pre,desktop,0.0282
IMP00000429,CAM0023,EV00015973,2025-04-10T16:18:55,P006,pre,desktop,0.0374
IMP00000430,CAM0038,EV00012606,2025-02-15T10:54:28,P041,pre,tablet,0.0336
IMP00000431,CAM0015,EV00016139,2025-03-15T12:12:54,P012,pre,tablet,0.0343
IMP00000432,CAM0040,EV00003116,2025-02-26T11:51:56,P010,pre,mobile,0.0267
IMP00000433,CAM0015,EV00005038,2025-04-28T11:49:35,P050,pre,mobile,0.0333
IMP00000434,CAM0030,EV00010571,2025-01-04T11:48:27,P001,pre,tablet,0.025
IMP00000435,CAM0031,EV00013202,2025-11-04T20:26:44,P004,pre,tablet,0.0241
IMP00000436,CAM0027,EV00008128,2025-01-03T22:57:59,P032,pre,mobile,0.0326
IMP00000437,CAM0012,EV00000448,2025-12-20T18:21:09,P004,pre,mobile,0.0385
IMP00000438,CAM0013,EV00001731,2025-06-19T16:05:04,P054,pre,tablet,0.0312
IMP00000439,CAM0043,EV00019662,2025-08-18T12:45:39,P051,pre,tablet,0.031
IMP00000440,CAM0054,EV00011251,2025-10-28T15:14:26,P062,mid,mobile,0.0431
IMP00000441,CAM0059,EV00017459,2025-07-21T18:00:42,P014,pre,mobile,0.0353
IMP00000442,CAM0056,EV00011536,2025-11-23T20:01:53,P002,pre,mobile,0.0444
IMP00000443,CAM0036,EV00016344,2025-09-11T13:51:00,P025,mid,tablet,0.0214
IMP00000444,CAM0032,EV00017930,2025-03-21T16:07:20,P024,pre,streaming_stick,0.0337
IMP00000445,CAM0001,EV00007967,2025-05-01T08:07:29,P058,mid,tablet,0.0436
IMP00000446,CAM0017,EV00013312,2025-06-29T21:41:06,P034,pre,mobile,0.0417
IMP00000447,CAM0022,EV00010331,2025-03-08T14:09:34,P026,pre,mobile,0.0311
IMP00000448,CAM0055,EV00003157,2025-01-22T19:12:07,P038,mid,desktop,0.0338
IMP00000449,CAM0010,EV00006637,2025-08-02T18:12:58,P008,pre,tablet,0.044
IMP00000450,CAM0035,EV00009983,2025-07-04T15:08:51,P051,pre,mobile,0.0251
IMP00000451,CAM0045,EV00000185,2025-01-28T00:00:45,P036,mid,mobile,0.0318
IMP00000452,CAM0047,EV00010691,2025-12-25T22:56:41,P006,mid,mobile,0.0386
IMP00000453,CAM0039,EV00005196,2025-09-23T20:25:06,P030,mid,mobile,0.0295
IMP00000454,CAM0001,EV00018905,2025-04-18T08:48:05,P049,pre,tablet,0.0299
IMP00000455,CAM0020,EV00013241,2025-12-14T22:14:42,P024,post,tablet,0.0412
IMP00000456,CAM0010,EV00008199,2025-11-30T13:52:55,P017,pre,mobile,0.0388
IMP00000457,CAM0026,EV00017435,2025-06-21T17:39:16,P021,pre,mobile,0.0288
IMP00000458,CAM0007,EV00020127,2025-02-09T17:03:59,P032,pre,tablet,0.0442
IMP00000459,CAM0052,EV00000443,2025-09-02T19:06:10,P042,pre,tablet,0.0444
IMP00000460,CAM0047,EV00010894,2025-07-11T14:17:20,P001,mid,mobile,0.0382
IMP00000461,CAM0049,EV00004185,2025-01-18T12:26:33,P017,post,mobile,0.0306
IMP00000462,CAM0023,EV00013721,2025-05-16T20:04:03,P041,pre,mobile,0.0379
IMP00000463,CAM0028,EV00001200,2025-05-28T15:45:45,P061,pre,tablet,0.0301
IMP00000464,CAM0019,EV00003581,2025-01-09T16:49:37,P055,mid,mobile,0.0428
IMP00000465,CAM0038,EV00000204,2025-09-28T18:31:25,P036,pre,mobile,0.0289
IMP00000466,CAM0010,EV00006560,2025-03-30T17:21:01,P059,pre,mobile,0.0265
IMP00000467,CAM0030,EV00014247,2025-04-04T11:42:45,P044,mid,mobile,0.0207
IMP00000468,CAM0038,EV00006825,2025-09-29T19:09:27,P030,pre,tablet,0.0274
IMP00000469,CAM0001,EV00005119,2025-12-29T14:50:22,P039,pre,tablet,0.0265
IMP00000470,CAM0048,EV00014709,2025-08-06T13:47:31,P006,pre,mobile,0.0261
IMP00000471,CAM0031,EV00018571,2025-07-31T14:11:00,P047,pre,tablet,0.0247
IMP00000472,CAM0055,EV00009147,2025-08-17T18:07:55,P025,mid,mobile,0.0356
IMP00000473,CAM0049,EV00001376,2025-04-27T18:52:53,P049,pre,smart_tv,0.0218
IMP00000474,CAM0022,EV00018096,2025-09-05T20:06:24,P010,mid,mobile,0.0433
IMP00000475,CAM0007,EV00010230,2025-10-28T09:09:30,P003,pre,tablet,0.0428
IMP00000476,CAM0012,EV00013109,2025-03-13T15:42:50,P058,post,tablet,0.0379
IMP00000477,CAM0027,EV00018214,2025-10-16T19:59:58,P024,mid,mobile,0.0277
IMP00000478,CAM0044,EV00001216,2025-04-14T21:13:21,P050,mid,smart_tv,0.0285
IMP00000479,CAM0005,EV00008006,2025-01-09T15:34:58,P016,pre,tablet,0.0416
IMP00000480,CAM0008,EV00006569,2025-01-15T14:07:42,P032,pre,tablet,0.0348
IMP00000481,CAM0029,EV00019246,2025-01-08T20:05:48,P046,pre,tablet,0.0335
IMP00000482,CAM0024,EV00011795,2025-03-08T15:41:57,P010,mid,tablet,0.0254
IMP00000483,CAM0017,EV00019019,2025-03-16T08:40:35,P003,pre,streaming_stick,0.0431
IMP00000484,CAM0002,EV00010762,2025-03-10T14:09:08,P012,mid,tablet,0.0226
IMP00000485,CAM0007,EV00006318,2025-07-18T10:04:29,P017,mid,smart_tv,0.0359
IMP00000486,CAM0028,EV00006724,2025-07-28T19:45:53,P031,mid,mobile,0.0285
IMP00000487,CAM0034,EV00005560,2025-12-12T16:37:39,P022,mid,mobile,0.03
IMP00000488,CAM0010,EV00016183,2025-02-24T15:50:41,P062,mid,tablet,0.0312
IMP00000489,CAM0037,EV00008914,2025-05-06T14:09:30,P030,pre,desktop,0.0423
IMP00000490,CAM0004,EV00003197,2025-01-23T13:52:21,P025,pre,mobile,0.0431
IMP00000491,CAM0053,EV00009996,2025-11-25T17:20:48,P033,pre,mobile,0.023
IMP00000492,CAM0047,EV00013074,2025-09-09T16:48:06,P050,pre,mobile,0.0308
IMP00000493,CAM0029,EV00018030,2025-03-11T22:59:41,P008,mid,tablet,0.0403
IMP00000494,CAM0005,EV00002367,2025-12-02T18:32:43,P003,mid,tablet,0.0411
IMP00000495,CAM0031,EV00002494,2025-02-08T23:52:26,P036,mid,streaming_stick,0.0374
IMP00000496,CAM0046,EV00019144,2025-10-19T12:40:58,P025,pre,desktop,0.0396
IMP00000497,CAM0029,EV00015703,2025-08-25T14:47:57,P007,pre,streaming_stick,0.0269
IMP00000498,CAM0006,EV00017953,2025-05-11T19:22:56,P023,pre,tablet,0.0419
IMP00000499,CAM0054,EV00003705,2025-01-23T13:55:02,P030,pre,mobile,0.0328
IMP00000500,CAM0027,EV00008308,2025-06-03T15:05:51,P014,pre,tablet,0.0212
IMP00000501,CAM0007,EV00007867,2025-06-08T12:27:49,P048,mid,mobile,0.0264
IMP00000502,CAM0035,EV00020247,2025-01-13T23:02:50,P057,post,tablet,0.0401
IMP00000503,CAM0034,EV00018596,2025-02-04T16:02:49,P009,pre,mobile,0.0361
IMP00000504,CAM0039,EV00007555,2025-08-17T19:54:28,P003,pre,mobile,0.0443
IMP00000505,CAM0005,EV00017668,2025-08-23T15:43:39,P020,pre,tablet,0.0375
IMP00000506,CAM0043,EV00005478,2025-04-29T17:43:47,P001,mid,desktop,0.0313
IMP00000507,CAM0056,EV00006974,2025-06-03T08:39:49,P042,pre,mobile,0.021
IMP00000508,CAM0041,EV00004475,2025-11-26T12:06:38,P001,mid,tablet,0.0249
IMP00000509,CAM0034,EV00013909,2025-01-22T19:34:40,P003,pre,streaming_stick,0.0233
IMP00000510,CAM0031,EV00015057,2025-12-28T12:44:42,P008,mid,mobile,0.0223
IMP00000511,CAM0057,EV00004747,2025-11-18T15:56:05,P025,pre,smart_tv,0.0428
IMP00000512,CAM0006,EV00006418,2025-08-20T13:12:37,P027,mid,mobile,0.0408
IMP00000513,CAM0023,EV00018615,2025-07-15T17:55:59,P041,mid,streaming_stick,0.0307
IMP00000514,CAM0052,EV00006721,2025-06-11T16:33:28,P005,post,streaming_stick,0.0267
IMP00000515,CAM0033,EV00000940,2025-01-09T12:26:19,P015,pre,tablet,0.0248
IMP00000516,CAM0050,EV00009938,2025-06-20T19:48:43,P010,pre,mobile,0.0324
IMP00000517,CAM0053,EV00001606,2025-12-19T20:52:33,P058,mid,tablet,0.0217
IMP00000518,CAM0044,EV00001553,2025-11-17T17:48:10,P030,pre,tablet,0.0404
IMP00000519,CAM0017,EV00001114,2025-10-14T20:25:37,P016,pre,desktop,0.0347
IMP00000520,CAM0041,EV00016173,2025-06-15T13:39:17,P012,mid,smart_tv,0.0333
IMP00000521,CAM0041,EV00019966,2025-02-05T14:58:56,P035,pre,desktop,0.0439
IMP00000522,CAM0007,EV00018235,2025-11-10T13:04:34,P057,pre,tablet,0.0284
IMP00000523,CAM0036,EV00018304,2025-08-16T12:50:15,P006,pre,mobile,0.0446
IMP00000524,CAM0013,EV00004164,2025-08-04T09:38:37,P041,pre,mobile,0.0276
IMP00000525,CAM0034,EV00014311,2025-04-18T13:37:01,P045,mid,streaming_stick,0.0441
IMP00000526,CAM0059,EV00002711,2025-04-27T12:58:00,P049,pre,tablet,0.0308
IMP00000527,CAM0045,EV00002761,2025-06-15T20:30:22,P041,pre,mobile,0.0392
IMP00000528,CAM0018,EV00006630,2025-02-25T16:37:34,P035,pre,mobile,0.0206
IMP00000529,CAM0039,EV00004791,2025-09-22T20:22:07,P008,mid,mobile,0.0216
IMP00000530,CAM0011,EV00008977,2025-11-13T17:20:09,P033,mid,smart_tv,0.0398
IMP00000531,CAM0049,EV00007726,2025-01-05T19:32:35,P061,mid,smart_tv,0.0237
IMP00000532,CAM0026,EV00004774,2025-12-20T18:24:15,P057,pre,mobile,0.0246
IMP00000533,CAM0034,EV00020059,2025-01-27T16:54:50,P016,pre,tablet,0.0378
IMP00000534,CAM0021,EV00006079,2025-06-23T16:36:02,P036,pre,tablet,0.0299
IMP00000535,CAM0023,EV00009316,2025-09-24T15:35:30,P041,pre,mobile,0.0399
IMP00000536,CAM0049,EV00006266,2025-05-31T17:55:28,P038,mid,mobile,0.0436
IMP00000537,CAM0041,EV00017905,2025-12-26T14:47:54,P022,mid,mobile,0.0429
IMP00000538,CAM0004,EV00004268,2025-06-03T15:05:35,P045,pre,tablet,0.0422
IMP00000539,CAM0049,EV00012898,2025-03-23T10:36:53,P044,mid,streaming_stick,0.0208
IMP00000540,CAM0016,EV00006807,2025-07-02T11:33:11,P026,mid,mobile,0.0274
IMP00000541,CAM0011,EV00012029,2025-10-03T21:08:37,P037,mid,tablet,0.0311
IMP00000542,CAM0006,EV00015615,2025-08-07T22:28:07,P013,pre,tablet,0.0332
IMP00000543,CAM0038,EV00005404,2025-05-25T15:54:11,P057,pre,mobile,0.0227
IMP00000544,CAM0002,EV00008422,2025-11-05T21:46:02,P025,mid,mobile,0.0224
IMP00000545,CAM0028,EV00008538,2025-09-04T16:52:51,P027,mid,mobile,0.0371
IMP00000546,CAM0018,EV00009469,2025-01-01T08:02:38,P048,pre,tablet,0.034
IMP00000547,CAM0058,EV00008806,2025-03-26T17:34:46,P027,pre,mobile,0.0297
IMP00000548,CAM0022,EV00003586,2025-05-25T18:04:40,P039,mid,mobile,0.0203
IMP00000549,CAM0046,EV00011407,2025-07-13T16:54:37,P036,pre,mobile,0.0385
IMP00000550,CAM0040,EV00001239,2025-12-07T16:29:07,P044,pre,desktop,0.033
IMP00000551,CAM0056,EV00001287,2025-06-14T13:17:39,P043,pre,tablet,0.0326
IMP00000552,CAM0058,EV00015721,2025-12-26T12:26:36,P052,pre,mobile,0.0414
IMP00000553,CAM0030,EV00002386,2025-07-09T18:26:25,P044,post,tablet,0.0231
IMP00000554,CAM0030,EV00006696,2025-09-27T16:20:20,P015,mid,desktop,0.0258
IMP00000555,CAM0050,EV00015040,2025-11-14T18:25:07,P058,pre,tablet,0.0327
IMP00000556,CAM0052,EV00018454,2025-08-28T20:17:36,P044,pre,tablet,0.0428
IMP00000557,CAM0004,EV00005938,2025-02-13T17:22:42,P052,post,tablet,0.0278
IMP00000558,CAM0018,EV00019480,2025-04-22T08:12:34,P061,pre,mobile,0.0356
IMP00000559,CAM0014,EV00014434,2025-12-16T18:58:29,P038,mid,mobile,0.0213
IMP00000560,CAM0051,EV00016903,2025-08-05T09:30:13,P024,pre,desktop,0.0267
IMP00000561,CAM0034,EV00002851,2025-11-17T18:17:48,P021,mid,tablet,0.0388
IMP00000562,CAM0017,EV00018232,2025-11-07T16:38:11,P007,pre,smart_tv,0.0393
IMP00000563,CAM0038,EV00015630,2025-11-04T20:27:49,P008,pre,tablet,0.0219
IMP00000564,CAM0004,EV00001309,2025-10-23T18:47:18,P058,pre,mobile,0.0356
IMP00000565,CAM0014,EV00011197,2025-05-04T23:58:15,P038,pre,mobile,0.0386
IMP00000566,CAM0013,EV00006101,2025-04-15T15:48:39,P034,mid,mobile,0.0222
IMP00000567,CAM0003,EV00019352,2025-07-28T20:49:09,P058,mid,tablet,0.0378
IMP00000568,CAM0017,EV00017560,2025-09-22T18:22:09,P021,mid,mobile,0.04
IMP00000569,CAM0013,EV00012788,2025-02-16T14:09:27,P025,pre,tablet,0.044
IMP00000570,CAM0034,EV00010753,2025-04-04T11:54:35,P045,mid,tablet,0.0432
IMP00000571,CAM0044,EV00009781,2025-12-15T17:01:36,P053,pre,tablet,0.0336
IMP00000572,CAM0058,EV00016476,2025-02-12T16:12:03,P059,mid,tablet,0.0263
IMP00000573,CAM0004,EV00011528,2025-08-13T20:19:39,P001,mid,mobile,0.0346
IMP00000574,CAM0023,EV00005441,2025-05-09T11:51:23,P029,pre,tablet,0.0356
IMP00000575,CAM0039,EV00001841,2025-01-12T14:41:51,P029,mid,tablet,0.0207
IMP00000576,CAM0026,EV00016650,2025-05-29T10:33:50,P016,mid,smart_tv,0.0443
IMP00000577,CAM0009,EV00011264,2025-04-15T09:51:29,P035,pre,mobile,0.028
IMP00000578,CAM0017,EV00000800,2025-05-02T16:39:29,P053,mid,mobile,0.0229
IMP00000579,CAM0048,EV00002270,2025-09-11T13:55:58,P026,post,desktop,0.0385
IMP00000580,CAM0019,EV00008347,2025-02-16T14:39:07,P057,mid,tablet,0.0399
IMP00000581,CAM0051,EV00016216,2025-04-04T17:29:04,P005,pre,smart_tv,0.0384
IMP00000582,CAM0023,EV00016619,2025-10-27T10:52:51,P011,mid,smart_tv,0.0206
IMP00000583,CAM0011,EV00014828,2025-04-27T16:49:12,P011,pre,tablet,0.0384
IMP00000584,CAM0030,EV00011724,2025-11-29T11:05:17,P039,mid,tablet,0.0318
IMP00000585,CAM0026,EV00012999,2025-09-06T06:19:30,P025,pre,tablet,0.0444
IMP00000586,CAM0002,EV00007206,2025-01-11T00:13:49,P017,post,mobile,0.0448
IMP00000587,CAM0018,EV00006394,2025-01-13T21:22:48,P046,post,tablet,0.0237
IMP00000588,CAM0020,EV00008322,2025-05-29T21:26:07,P023,mid,tablet,0.029
IMP00000589,CAM0045,EV00012282,2025-11-06T17:26:09,P027,mid,mobile,0.0302
